,default_profile,default_profile_image,favourites_count,followers_count,friends_count,geo_enabled,statuses_count,verified,average_tweets_per_day,account_age_days,label,location_known,length,contains_emoji,contains_tag,contains_at,contains_link
12487,0,0,11012,322,737,0,19707,0,5.008,3935,0,0,38,0,0,0,0
12488,0,0,6827,6758,1496,0,3369,1,1.027,3280,0,0,106,0,0,0,0
12489,0,0,1013,522,597,1,7150,0,1.749,4088,0,1,75,0,1,1,0
12490,0,0,58353,2020,1920,1,66093,1,15.592,4239,0,0,157,0,0,1,0
12491,0,0,704,13709,264,0,3170,0,0.852,3720,0,0,13,0,0,0,0
12492,1,0,940,65,98,1,1459,0,0.472,3092,0,0,104,0,0,0,0
12493,0,0,29,89,534,1,864,0,0.305,2833,0,1,75,0,0,0,0
12494,0,0,53132,1290,612,1,7905,0,2.552,3098,0,0,121,0,1,1,0
12495,0,0,1338,91,386,0,939,0,0.351,2674,0,0,159,0,0,0,0
12496,1,0,288,166,496,0,3423,0,1.107,3092,0,0,8,0,0,0,0
12497,1,0,1509,136,181,1,2225,0,0.766,2904,0,1,40,0,1,0,0
12498,0,0,2250,3622,1911,0,7874,1,1.805,4362,0,0,149,0,0,1,0
12499,1,0,19,37,0,0,370,0,0.108,3417,0,0,126,0,0,0,0
12500,0,0,1059,9686791,276,1,4767,1,1.451,3286,0,0,101,0,0,0,0
12501,0,0,103870,5179,5754,1,61813,0,24.795,2493,0,0,36,0,1,0,0
12502,1,0,2997,865,1907,0,23617,0,8.45,2795,0,0,59,0,0,0,0
12503,0,0,1524,1088,1427,0,6215,0,1.316,4723,0,0,159,0,0,0,0
12504,0,0,13997,633728,638,1,13086,0,3.361,3894,0,0,154,0,0,1,0
12505,1,0,4756,90,133,1,4877,0,3.695,1320,0,0,74,0,0,0,0
12506,0,0,2034,4504,4319,1,1349,0,0.382,3535,0,0,162,0,1,1,1
12507,0,0,132250,24449,4426,0,276092,0,107.891,2559,0,0,151,0,0,0,0
12508,0,0,19710,281,251,1,6524,0,2.582,2527,0,0,79,0,0,1,0
12509,0,0,6664,1130,1740,1,4938,0,1.274,3876,0,0,128,0,1,1,0
12510,0,0,485,53264,768,0,9772,1,2.797,3494,0,0,77,0,0,0,0
12511,1,0,119380,469,349,0,40560,0,32.422,1251,0,1,47,0,0,1,0
12512,0,0,6728,1400917,287,1,25149,1,8.868,2836,0,0,113,0,0,0,0
12513,0,0,5673,277739,3002,0,103148,0,28.221,3655,0,1,32,0,0,0,0
12514,0,0,29581,11355,4046,1,29258,1,7.833,3735,0,0,113,0,1,1,0
12515,0,0,758,948014,828,0,4291,1,1.089,3941,0,0,153,0,0,1,0
12516,0,0,26896,1875,765,1,6730,0,2.112,3186,0,0,61,0,0,0,1
12517,0,0,577,218,498,0,536,0,0.128,4182,0,0,149,0,0,0,0
12518,0,0,1738,32,2,1,3889,0,1.242,3132,0,0,72,0,0,0,0
12519,0,0,25496,8030,2279,1,35219,1,7.551,4664,0,0,130,0,0,1,0
12520,0,0,98,7713,134,0,9829,0,3.536,2780,0,0,157,0,0,0,0
12521,0,0,262,8417,373,1,3107,0,1.017,3055,0,0,88,0,0,0,1
12522,0,0,211908,1774344,1596065,1,130442,1,29.039,4492,0,0,104,0,0,1,1
12523,0,0,26,954151,1787,0,15366,1,3.686,4169,0,0,38,0,1,1,0
12524,0,0,1355,1768,258,1,36816,0,9.271,3971,0,0,150,0,1,1,0
12525,0,0,1566,693120,365,0,26510,1,6.333,4186,0,0,119,0,0,0,1
12526,0,0,668,1925879,104,0,1887,1,0.468,4033,0,0,26,0,0,0,0
12527,0,0,630,9281,369,0,3416,0,0.809,4221,0,0,147,0,0,0,1
12528,1,0,928,1861,4978,1,2418,0,0.825,2932,0,0,160,0,0,0,0
12529,0,0,26,261,323,0,756,0,0.3,2518,0,0,141,0,0,0,1
12530,0,0,2600,2446,2515,1,4432,0,0.975,4547,0,0,138,0,1,1,0
12531,0,0,1801,54,29,1,2642,0,0.638,4144,0,0,152,0,0,0,0
12532,0,0,1065,109,205,0,2275,0,0.728,3127,0,0,34,0,0,0,0
12533,0,0,16632,647,0,1,14012,0,3.368,4160,0,1,89,0,0,0,0
12534,0,0,35447,8724,966,1,64964,1,14.395,4513,0,0,58,0,0,0,0
12535,0,0,2809,1070227,6192,1,15267,1,3.658,4174,0,0,56,0,1,0,0
12536,1,0,2542,121,490,0,6889,0,3.212,2145,0,0,110,0,1,0,0
12537,0,0,790,1940585,350,0,16850,1,4.387,3841,0,0,106,0,1,1,0
12538,0,0,16859,548,596,1,44856,0,10.824,4144,0,0,50,0,1,0,0
12539,1,0,36,0,0,0,94,0,0.065,1444,0,1,103,0,0,0,0
12540,0,0,1174,576,801,1,602,0,0.36,1670,0,0,155,0,0,0,0
12541,0,0,48762,26820,7827,1,89135,1,20.595,4328,0,0,158,0,1,1,0
12542,0,0,9264,2591712,144305,1,8470,1,2.26,3748,0,0,39,0,0,0,0
12543,1,0,44129,68501,7356,1,88062,1,22.861,3852,0,0,49,0,0,1,0
12544,0,0,3215,813,2428,1,6699,0,2.023,3312,0,0,113,0,1,0,0
12545,0,0,6985,637,300,0,8856,0,2.588,3422,0,1,114,0,0,0,0
12546,0,0,32298,499,3104,0,10198,0,2.893,3525,0,0,83,0,0,1,0
12547,0,0,148,91,322,1,3129,0,0.772,4055,0,0,14,0,0,0,0
12548,1,0,14403,2741,4820,0,3049,0,4.294,710,0,1,87,0,1,0,0
12549,0,0,9,718637,284,0,1790,1,0.538,3329,0,1,134,0,0,1,0
12550,1,0,97512,1208,953,1,121342,0,49.047,2474,0,0,100,0,0,0,0
12551,0,0,4959,67074,559,1,14930,1,3.727,4006,0,0,139,0,0,0,0
12552,1,0,94908,41,114,0,1621,0,0.991,1635,0,0,80,0,1,0,0
12553,0,0,140794,552,675,1,72322,0,17.252,4192,0,0,159,0,0,0,0
12554,0,0,22949,701,2879,1,9959,0,2.292,4345,0,0,96,0,0,0,0
12555,1,0,2419,121,283,1,915,0,1.121,816,0,0,51,0,0,0,0
12556,1,0,1203,959,123,1,2673,1,0.938,2849,0,0,83,0,0,1,0
12557,0,0,14,62,0,0,4446,0,1.371,3244,0,1,40,0,0,0,0
12558,0,0,11941,3531,2436,1,559,1,0.166,3369,0,0,150,0,0,1,0
12559,0,0,2059,79,191,0,358,0,0.099,3631,0,0,82,0,0,0,0
12560,0,0,7282,168,466,0,2699,0,0.936,2884,0,0,124,0,1,0,0
12561,0,0,166,1121093,1809,1,41837,1,11.059,3783,0,0,76,0,0,1,0
12562,0,0,4034,936631,258,0,10234,1,2.818,3632,0,1,75,0,0,1,0
12563,0,0,62906,662,942,0,22339,0,6.996,3193,0,0,154,0,1,0,0
12564,1,0,67,153,489,0,223,0,0.173,1291,0,0,123,0,0,0,0
12565,1,0,587,101,231,0,185,0,0.209,886,0,0,159,0,1,1,0
12566,0,0,19282,6120,3868,1,80294,0,19.999,4015,0,0,123,0,1,0,0
12567,0,0,10094,358,332,0,4171,0,2.128,1960,0,0,18,0,0,1,0
12568,0,0,6606,2940,2212,0,11882,1,2.613,4547,0,0,81,0,0,0,0
12569,1,0,3042,381,595,1,2442,0,0.762,3206,0,1,113,0,0,1,0
12570,0,0,8118,330,1617,1,9047,0,2.363,3828,0,0,59,0,0,0,0
12571,0,0,22820,992,828,1,23516,0,5.391,4362,0,0,33,0,0,1,0
12572,1,0,5009,183,564,1,3732,0,0.886,4213,0,0,88,0,0,0,0
12573,0,0,1633,31209,8874,1,14602,1,3.711,3935,0,0,152,0,0,0,0
12574,0,0,6809,847470,179,1,28764,1,6.705,4290,0,1,61,0,1,0,0
12575,0,0,263,171,523,1,1387,0,0.401,3460,0,0,100,0,0,0,0
12576,0,0,7628,69676,7048,0,29723,0,9.115,3261,0,0,120,0,0,1,0
12577,1,0,14934,13173,4198,0,11599,0,8.22,1411,0,0,133,0,1,1,0
12578,0,0,84312,164206,1775,1,28736,1,7.532,3815,0,0,125,0,0,0,0
12579,0,0,6164,2443,630,1,3276,0,1.515,2163,0,0,42,0,0,0,0
12580,1,0,40790,743,2486,0,5553,0,1.294,4290,0,0,34,0,1,0,0
12581,0,0,1081,28,0,0,1660,0,0.548,3027,0,0,141,0,0,0,0
12582,1,0,15,2591732,570,1,15538,1,4.422,3514,0,1,24,0,0,0,0
12583,0,0,7238,24312,494,0,9760,1,3.565,2738,0,1,147,0,0,0,0
12584,1,0,10860,5061,1345,0,14762,0,4.377,3373,0,0,124,0,0,1,0
12585,0,0,132,665172,204,0,1228,1,0.387,3177,0,1,80,0,0,0,0
12586,0,0,456,1466867,435,1,8649,1,2.173,3981,0,0,160,0,0,0,0
12587,0,0,58275,122948,55065,1,73428,0,17.762,4134,0,0,154,0,1,1,0
12588,0,0,567,127,590,1,1413,0,0.426,3318,0,1,49,0,0,0,0
12589,0,0,2629,328,192,1,11708,0,2.886,4057,0,0,44,0,0,0,0
12590,1,0,23977,55,178,0,4644,0,4.074,1140,0,0,35,0,1,0,0
12591,1,0,15829,537,1374,1,2738,0,2.714,1009,0,0,134,0,1,0,0
12592,0,0,3560,141592,6759,1,14365,1,3.306,4345,0,0,110,0,1,1,1
12593,1,0,7467,7293,7329,0,2863,0,1.215,2357,0,0,153,0,1,0,0
12594,0,0,507,40,95,0,1013,0,0.953,1063,0,0,101,0,0,0,0
12595,1,0,12078,57,757,0,11046,0,9.314,1186,0,0,160,0,0,0,0
12596,1,0,26038,52,396,1,1964,0,0.499,3935,0,1,158,0,0,0,0
12597,0,0,5992,1087466,1186,0,23946,1,5.868,4081,0,1,93,0,0,0,1
12598,0,0,11484,11123,874,1,10222,1,2.719,3759,0,0,105,0,0,0,0
12599,1,0,446,50,67,0,291,0,0.396,735,0,0,149,0,1,0,0
12600,1,0,1983,16,14,0,3010,0,0.74,4067,0,0,116,0,0,0,0
12601,0,0,12742,238,149,0,59919,0,18.591,3223,0,0,30,0,0,0,0
12602,0,0,53338,3854,2436,1,139319,0,37.583,3707,0,0,38,0,0,0,0
12603,0,0,13950,735,4901,0,7477,0,6.634,1127,0,0,155,0,0,0,0
12604,1,0,76,52,61,0,73,0,0.078,931,0,1,99,0,0,0,0
12605,0,0,19,11,141,0,121,0,0.183,660,0,1,159,0,0,0,0
12606,1,0,29140,277,306,0,12912,0,6.274,2058,0,0,69,0,0,1,0
12607,0,0,22851,398761,26339,1,23581,1,5.481,4302,0,0,78,0,0,0,0
12608,0,0,15,95,324,0,307,0,0.105,2931,0,0,159,0,0,0,0
12609,0,0,28555,20123,7851,1,33371,1,9.081,3675,0,0,126,0,0,1,0
12610,0,0,3207,574,2195,0,1767,0,0.555,3183,0,0,163,0,0,0,1
12611,0,0,5,1014371,372,0,8002,1,1.99,4021,0,1,81,0,0,0,0
12612,0,0,2531,3083511,1214,1,6522,1,1.541,4232,0,0,52,0,0,0,0
12613,1,0,1512,172,285,1,2577,0,0.681,3786,0,0,65,0,1,0,0
12614,0,0,263,112442,438,1,8174,1,2.261,3615,0,0,42,0,0,0,0
12615,1,0,2079,154,176,0,3616,0,1.256,2878,0,0,44,0,0,0,0
12616,0,0,21790,1332,1221,1,6502,0,1.557,4176,0,0,70,0,1,0,0
12617,1,0,18148,1612,791,1,9140,0,2.956,3092,0,0,129,0,0,1,0
12618,0,0,5360,75,498,1,1873,0,0.446,4202,0,0,29,0,0,0,0
12619,0,0,20835,944977,2013,1,35780,1,9.077,3942,0,0,23,0,0,0,0
12620,1,0,8493,157,531,1,6787,0,2.831,2397,0,0,160,0,0,0,0
12621,0,0,129776,13588,14944,1,216924,0,61.157,3547,0,0,155,0,1,0,0
12622,0,0,8848,1988,2441,0,3504,0,2.283,1535,0,0,113,0,0,1,0
12623,1,0,148,0,0,0,306,0,0.212,1445,0,1,143,0,0,0,0
12624,0,0,33841,50212,9507,0,69894,1,21.801,3206,0,0,140,0,0,1,0
12625,1,0,12945,763717,1659,0,30512,1,7.408,4119,0,0,136,0,0,1,0
12626,1,0,1656,61706,482,0,10774,1,2.645,4074,0,0,51,0,0,1,0
12627,1,0,49,0,0,0,102,0,0.071,1444,0,1,138,0,0,0,0
12628,0,0,39342,2118,1935,0,8365,0,2.61,3205,0,0,141,0,0,1,0
12629,1,0,17570,76,200,0,1270,0,0.676,1879,0,1,123,0,0,1,0
12630,1,0,55231,204,2593,1,53118,0,28.728,1849,0,1,41,0,0,0,0
12631,0,0,18267,4524,3397,1,28523,1,8.129,3509,0,0,146,0,0,1,0
12632,0,0,11287,74615,7970,1,26418,1,9.385,2815,0,0,112,0,1,1,0
12633,0,0,362,7065859,792,1,16851,1,4.377,3850,0,1,123,0,0,0,0
12634,1,0,9,347,0,0,116,0,0.038,3036,0,1,39,0,0,0,0
12635,0,0,7914,89756,416,1,193773,1,43.593,4445,0,0,108,0,0,0,0
12636,0,0,23,1275,265,0,13149,0,4.737,2776,0,0,135,0,0,0,0
12637,1,0,0,1243849,6,1,7025,1,1.972,3562,0,1,76,0,0,0,1
12638,0,0,17961,3216,641,1,5028,1,1.106,4547,0,0,118,0,0,1,0
12639,0,0,78242,1316,966,1,72330,0,18.865,3834,0,0,47,0,0,0,0
12640,0,0,7,4486,160,1,729,0,0.175,4163,0,0,32,0,0,0,0
12641,0,0,54442,245,639,1,10965,0,2.616,4192,0,0,68,0,1,0,0
12642,1,0,4720,2824886,101,1,3235,1,1.109,2917,0,0,107,0,1,1,0
12643,0,0,527,4334,389,1,2731,0,0.708,3855,0,0,158,0,0,1,0
12644,0,0,5899,12622,1049,1,18371,1,4.194,4380,0,0,45,0,0,0,0
12645,0,0,3,17266,13,1,14,0,0.006,2489,0,1,52,0,0,0,0
12646,0,0,5,23,0,0,163,0,0.041,3968,0,1,123,0,0,0,0
12647,0,0,37562,70435,975,1,40698,1,10.238,3975,0,0,88,0,0,1,0
12648,0,0,13438,2315,3265,0,16930,0,4.571,3704,0,1,137,0,1,0,0
12649,0,0,14567,2133358,1995,0,52001,1,15.147,3433,0,0,127,0,0,1,0
12650,0,0,14262,5861,2142,0,9687,0,2.011,4817,0,0,85,0,0,1,0
12651,0,0,1744,2984774,548,0,4501,1,1.208,3725,0,1,76,0,0,1,0
12652,0,0,2601,58239,3534,1,111902,1,25.754,4345,0,0,156,0,0,1,0
12653,0,0,1093,402,322,1,596,0,0.208,2870,0,0,120,0,0,0,0
12654,0,0,100504,1637931,571377,1,16727,1,4.484,3730,0,0,86,0,1,1,0
12655,0,0,137291,746,179,1,84207,0,32.804,2567,0,0,22,0,0,0,0
12656,0,0,258,3903,499,1,18607,1,5.341,3484,0,0,114,0,0,1,0
12657,0,0,147615,6511,2859,1,93715,0,20.315,4613,0,0,133,0,1,0,0
12658,0,0,9809,326,152,0,17127,0,5.496,3116,0,1,19,0,0,0,0
12659,0,0,9614,1451,694,1,7894,0,6.724,1174,0,0,107,0,0,0,1
12660,0,0,1456,11,16,0,1862,0,0.506,3678,0,0,32,0,0,0,0
12661,0,0,774,373652,1522,0,10032,1,2.608,3847,0,0,93,0,0,0,1
12662,0,0,1066,547189,547,1,57467,1,14.168,4056,0,0,69,0,0,0,0
12663,0,0,2459,110029,1096,0,116021,0,37.15,3123,0,0,132,0,0,0,0
12664,0,0,3857,139,2123,0,1817,0,0.455,3990,0,0,49,0,1,0,0
12665,0,0,324137,6601,10003,1,110405,1,26.928,4100,0,0,163,0,0,1,1
12666,0,0,59,76,62,1,2712,0,1.16,2338,0,0,125,0,1,0,0
12667,0,0,10315,9078,1803,1,15044,1,3.623,4152,0,0,154,0,0,1,0
12668,0,0,1224,564,575,0,14676,0,5.068,2896,0,0,159,0,1,0,0
12669,0,0,306,181,157,1,9868,0,2.86,3450,0,0,21,0,0,0,0
12670,0,0,23536,2369,2343,1,42804,0,14.94,2865,0,0,75,0,1,0,0
12671,0,0,13393,3829,2484,1,28471,0,6.953,4095,0,0,156,0,1,1,0
12672,0,0,1305,87,129,0,2752,0,0.83,3315,0,1,129,0,0,0,0
12673,1,0,12754,1982,1397,1,3102,0,3.594,863,0,0,142,0,1,1,0
12674,0,0,7002,1910,1963,1,21538,1,4.893,4402,0,0,158,0,0,1,1
12675,0,0,5024,1209179,1612,1,26712,1,8.871,3011,0,0,99,0,0,1,0
12676,1,0,134,0,0,0,261,0,0.181,1445,0,1,72,0,0,0,0
12677,0,0,27126,1230572,456,1,28265,1,10.888,2596,0,1,120,0,0,0,0
12678,1,0,20201,95,147,0,4062,0,1.925,2110,0,0,125,0,0,0,0
12679,0,0,0,136,140,0,3415,0,0.839,4072,0,0,106,0,0,0,0
12680,0,0,2883,242785,619,0,12237,0,3.306,3701,0,0,59,0,0,0,1
12681,0,0,6363,745,1372,0,7056,0,3.617,1951,0,0,76,0,0,0,0
12682,0,0,2268,450,510,1,6050,0,1.44,4200,0,0,103,0,0,0,0
12683,0,0,73088,708,1855,1,17817,0,4.085,4362,0,1,65,0,1,0,0
12684,0,0,13445,91225,2537,1,45471,1,10.894,4174,0,0,49,0,0,0,0
12685,1,0,51,0,0,0,118,0,0.082,1444,0,1,129,0,0,0,0
12686,0,0,9932,139,734,0,3173,0,0.847,3744,0,0,29,0,0,0,0
12687,0,0,23237,1054,1903,1,8551,0,2.341,3652,0,0,155,0,0,1,0
12688,0,0,60887,26323,3668,0,44210,1,10.94,4041,0,0,137,0,0,1,0
12689,0,0,10642,118539,1785,1,7167,0,5.913,1212,0,0,22,0,0,0,0
12690,0,0,1684,57,215,0,2265,0,0.554,4086,0,0,72,0,0,0,0
12691,0,0,1772,464,476,0,11202,0,2.742,4085,0,1,27,0,0,0,0
12692,0,0,99,4851666,401,1,27657,0,6.837,4045,0,0,117,0,0,0,0
12693,0,0,14105,4908,2860,0,42967,0,10.314,4166,0,0,143,0,1,1,1
12694,1,0,6571,47,172,1,433,0,0.104,4166,0,0,58,0,0,0,0
12695,0,0,112,117470,75,0,2898,1,0.754,3846,0,0,111,0,0,0,0
12696,0,0,17716,431,1439,0,12852,0,3.018,4258,0,0,119,0,1,0,0
12697,0,0,29337,377302,1923,1,31440,1,10.045,3130,0,1,83,0,0,1,0
12698,0,0,138626,18330,4984,1,252465,0,108.915,2318,0,0,56,0,0,0,0
12699,1,0,460,1562,1202,0,10246,1,4.206,2436,0,0,139,0,0,1,0
12700,0,0,204,43,53,0,2510,0,0.635,3950,0,0,66,0,0,0,0
12701,1,0,13677,31024,961,0,28865,1,10.361,2786,0,1,51,0,0,1,0
12702,1,0,2804,66800,103,1,22750,0,7.259,3134,0,1,20,0,0,0,0
12703,0,0,1999,319387,29,1,127132,1,25.544,4977,0,0,115,0,0,1,1
12704,0,0,4812,890,762,1,4940,0,2.236,2209,0,0,138,0,0,1,0
12705,0,0,41861,711,3704,0,59310,0,14.438,4108,0,0,48,0,1,0,0
12706,1,0,30907,74,359,1,2921,0,1.959,1491,0,0,95,0,0,0,0
12707,0,0,27209,251,751,1,3989,0,1.24,3218,0,0,75,0,0,1,0
12708,0,0,20422,3261,3948,0,29055,0,16.106,1804,0,1,145,0,1,0,0
12709,0,0,9487,378,842,0,2621,0,0.779,3366,0,0,70,0,0,0,0
12710,1,0,7,3707,21,0,116,0,0.057,2023,0,0,56,0,0,0,0
12711,0,0,14883,208107,14512,0,108632,0,27.003,4023,0,1,37,0,0,1,0
12712,0,0,29959,63133,2345,0,100239,1,24.395,4109,0,0,160,0,0,1,0
12713,0,0,1764,3540,306,1,32747,0,8.02,4083,0,0,46,0,0,0,0
12714,1,0,6276,83,195,0,7421,0,1.991,3727,0,0,113,0,1,0,0
12715,1,0,450,297634,124,0,2147,0,1.151,1865,0,1,23,0,0,0,0
12716,0,0,21356,2270,514,1,176505,0,50.91,3467,0,1,28,0,0,0,0
12717,0,0,1578,321,772,1,562,0,0.137,4097,0,1,82,0,0,1,0
12718,0,0,13635,169,737,1,2961,0,1.52,1948,0,0,86,0,0,0,0
12719,1,0,2641,82,168,0,2363,0,1.977,1195,0,0,141,0,0,0,0
12720,0,0,331469,16830,5051,1,222628,1,51.895,4290,0,0,150,0,1,1,0
12721,1,0,2518,3958,1196,0,7669,1,2.572,2982,0,0,154,0,0,1,0
12722,0,0,189,705932,436,1,3703,1,0.863,4290,0,0,39,0,0,0,0
12723,0,0,36342,2909,603,1,75448,0,16.356,4613,0,0,119,0,1,1,0
12724,0,0,164862,20947,84,1,45658,0,12.88,3545,0,0,127,0,0,1,1
12725,0,0,257,907929,211,0,824,1,0.341,2417,0,0,30,0,0,0,0
12726,1,0,296,39,172,0,1641,0,0.429,3823,0,0,139,0,0,0,0
12727,0,0,13181,110706,578,1,49953,0,13.198,3785,0,1,154,0,0,0,0
12728,1,0,1478,95188,7,1,7687,1,3.92,1961,0,0,157,0,1,1,0
12729,0,0,6477,1483126,3106,1,2574,1,0.911,2825,0,0,43,0,0,0,1
12730,0,0,37069,5936,811,1,12626,0,3.149,4009,0,0,143,0,1,1,0
12731,0,0,25,1996638,1461,1,46165,1,11.371,4060,0,0,6,0,0,0,0
12732,1,0,34598,1070,1970,0,44852,0,36.229,1238,0,0,150,0,1,0,0
12733,0,0,265,165,229,1,493,0,0.214,2308,0,0,127,0,1,0,1
12734,0,0,69,247269,775,0,16533,1,4.791,3451,0,1,125,0,0,0,0
12735,0,0,77209,474692,661,1,137658,1,30.969,4445,0,0,158,0,0,0,1
12736,0,0,8100,1478,3190,0,19053,1,4.368,4362,0,0,160,0,1,1,0
12737,0,0,1648,15057,6680,0,15800,1,3.855,4099,0,0,157,0,0,0,0
12738,0,0,1670,392,510,0,1912,0,0.444,4302,0,0,75,0,0,0,0
12739,0,0,2697,33135,52,0,57336,1,12.429,4613,0,0,148,0,0,0,0
12740,0,0,48723,24604,3434,1,134678,1,30.299,4445,0,0,177,0,0,1,1
12741,1,1,2918,78,249,1,2467,0,1.106,2231,0,0,65,0,0,0,0
12742,0,0,10878,1091760,1462,0,64970,1,25.075,2591,0,0,84,0,1,1,0
12743,0,0,166,263115,10425,0,173084,1,35.629,4858,0,0,135,0,0,0,0
12744,0,0,101418,2787,768,0,130627,0,31.454,4153,0,0,148,0,0,0,0
12745,1,0,7743,50071,121,1,2917,1,0.773,3776,0,0,159,0,0,0,0
12746,1,0,2071,1531240,764,1,6870,1,1.786,3847,0,0,153,0,0,1,1
12747,0,0,420586,217993,135639,0,89019,1,20.692,4302,0,0,67,0,1,0,0
12748,0,0,86,191,241,1,4876,0,1.171,4164,0,0,23,0,0,0,0
12749,0,0,5888,17529,4059,1,19888,1,4.798,4145,0,0,58,0,0,0,0
12750,0,0,8872,20038,453,1,19109,1,4.617,4139,0,0,102,0,0,1,0
12751,0,0,3922,435,327,1,1409,0,0.475,2969,0,0,154,0,0,1,0
12752,1,0,316,152,708,1,484,0,0.158,3070,0,0,21,0,0,0,0
12753,0,0,3590,763,4871,0,26304,0,11.547,2278,0,0,151,0,1,0,0
12754,0,0,3055,976633,259,1,11312,1,3.623,3122,0,1,44,0,0,0,0
12755,1,0,116,0,0,0,206,0,0.156,1319,0,1,93,0,0,0,0
12756,0,0,9871,938,1112,0,14756,0,7.642,1931,0,0,157,0,0,0,0
12757,0,0,4070,2577585,1157,0,4486,1,1.135,3953,0,0,93,0,0,0,0
12758,0,0,254,18,29,0,4939,0,1.117,4420,0,0,45,0,0,0,0
12759,1,0,4797,36,69,1,3826,0,1.336,2863,0,0,48,0,1,0,0
12760,1,0,30999,454,606,0,6645,0,4.38,1517,0,0,85,0,0,0,0
12761,0,0,56732,4578,4018,0,63400,0,38.448,1649,0,1,136,0,1,0,0
12762,0,0,8409,334,299,1,5337,0,1.665,3206,0,0,160,0,1,0,0
12763,1,0,5321,8480,1972,1,10339,1,2.884,3585,0,0,157,0,0,0,0
12764,0,0,9798,688,463,1,6021,0,1.423,4232,0,0,34,0,0,0,0
12765,0,0,1078,335,222,1,4673,0,1.463,3194,0,0,20,0,0,0,0
12766,0,0,1938,50693,206,0,9802,0,2.701,3629,0,0,39,0,0,0,0
12767,0,0,23,37,0,0,1407,0,0.343,4099,0,0,38,0,0,0,0
12768,0,0,2096,2747966,914,0,7800,1,1.973,3953,0,0,85,0,0,1,0
12769,1,0,7391,33,201,0,426,0,0.145,2937,0,1,11,0,0,0,0
12770,0,0,554,292,321,1,3509,0,1.158,3030,0,1,95,0,0,0,0
12771,0,0,13991,528,482,0,12501,0,2.898,4314,0,1,54,0,0,0,0
12772,0,0,43588,141,916,1,15861,0,3.824,4148,0,0,54,0,0,0,0
12773,0,0,4351,2005,3033,1,14140,0,3.397,4163,0,0,60,0,0,0,0
12774,1,0,53,1716871,557,0,30102,1,8.202,3670,0,0,135,0,0,1,0
12775,0,0,311,156,81,1,3311,0,1.11,2984,0,0,85,0,0,0,0
12776,0,0,11947,28298,891,1,18035,1,6.404,2816,0,1,33,0,0,0,0
12777,1,0,38,10,89,0,23,0,0.034,670,0,0,99,0,0,0,0
12778,0,0,8991,7488,1676,1,17736,1,4.763,3724,0,0,138,0,0,0,0
12779,0,0,24498,1814,1663,0,43608,0,20.628,2114,0,0,82,0,0,0,0
12780,1,0,13,102,0,0,559,0,0.206,2714,0,0,160,0,1,0,0
12781,0,0,2937,14105,465,1,28099,1,7.356,3820,0,1,97,0,1,0,0
12782,1,0,28,697,1198,0,378,0,0.402,941,0,0,112,0,1,0,0
12783,0,0,16341,569009,493104,1,230952,1,64.838,3562,0,0,121,0,0,1,0
12784,0,0,1365,86231,675,1,11813,1,3.381,3494,0,0,142,0,1,1,0
12785,0,0,1992,4450,5374,1,3526,1,0.812,4345,0,0,39,0,0,1,0
12786,0,0,267,140,118,1,366,0,0.106,3456,0,0,131,0,1,0,0
12787,0,0,19653,1202,1689,1,14748,0,4.701,3137,0,0,159,0,1,0,0
12788,1,0,2425,81,259,1,611,0,0.195,3129,0,1,135,0,0,0,0
12789,0,0,1349,375,279,1,10051,0,2.511,4003,0,0,83,0,0,0,0
12790,0,0,215711,1970,3295,1,55745,0,21.449,2599,0,0,148,0,0,1,1
12791,1,0,46,6,48,1,60,0,0.08,748,0,0,158,0,0,0,0
12792,0,0,3561,14459,14551,1,20254,1,4.733,4279,0,0,138,0,0,0,0
12793,0,0,174764,1629,2152,0,63699,0,15.612,4080,0,0,149,0,1,1,0
12794,1,0,7674,113,396,1,7528,0,2.326,3237,0,0,130,0,1,0,0
12795,0,0,223,145,774,1,236,0,0.106,2229,0,0,139,0,1,1,0
12796,1,0,805,122,137,0,2526,0,1.434,1762,0,0,40,0,0,0,0
12797,1,0,33459,148,251,1,13043,0,3.198,4078,0,0,52,0,0,0,0
12798,1,0,13661,1238,984,1,28521,0,9.704,2939,0,1,17,0,0,0,0
12799,0,0,76457,114710,902,1,34854,1,9.055,3849,0,0,39,0,1,0,0
12800,0,0,21922,6763023,7334,1,77638,1,19.029,4080,0,1,66,0,0,0,0
12801,1,0,1,11,4,0,1,0,0.0,2123,0,0,18,0,0,1,0
12802,0,0,19995,5626,3993,1,68401,0,17.139,3991,0,0,154,0,1,1,0
12803,1,0,1750,641,403,0,1262,0,0.382,3306,0,0,40,0,0,0,0
12804,0,0,7712,1080,1925,1,7356,0,2.133,3448,0,0,13,0,0,0,0
12805,0,0,157517,3068,510,0,41582,0,24.722,1682,0,0,15,0,0,0,0
12806,1,0,14768,192,545,0,17234,0,4.509,3822,0,0,117,0,0,0,0
12807,0,0,5789,45538,1221,1,89485,1,20.019,4470,0,0,65,0,0,0,0
12808,0,0,593,1004,471,0,2925,1,0.706,4141,0,0,104,0,0,0,0
12809,0,0,362,59,284,0,286,0,0.153,1868,0,0,65,0,0,0,0
12810,1,0,37141,424,162,1,15508,0,8.262,1877,0,0,63,0,0,1,0
12811,0,0,849,269,485,1,1664,0,0.482,3450,0,0,96,0,0,1,0
12812,0,0,9009,527,987,0,8862,0,4.633,1913,0,0,111,0,0,0,0
